defName,label,来源mod,落地方式,techLevel,①穿戴位置,②用途场景,③科技档,旧分类,①依据,②依据
RK_YiShang,YiShang,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
RK_YuShou,Omamori,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Jewelry|Meow_Amulet,旧分类,旧分类
RK_YuZhuo,jade bracelet,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Jewelry|Meow_Bracelet,旧分类,旧分类
RK_ZanZi,ratkin hair clasp,鼠族HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_ZhaMian,ratkin hanafuda mask,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_ZhaMian_Bai,ratkin impermanence hanafuda,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_ZhaMian_Hei,ratkin impermanence hanafuda,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_ZhaMian_Hi,ratkin hanafuda mask,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_ZhaMian_Kiku,ratkin hanafuda mask,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_ZhaMian_Null,「Ratkin Void Hanafuda」,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_ZhaMian_Ran,ratkin hanafuda mask,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_ZhaMian_Sakura,ratkin hanafuda mask,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_ZhaMian_Tsuki,ratkin hanafuda mask,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_ZhaMian_Ume,ratkin hanafuda mask,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel|RK_Headgear,Zone tag,默认/待裁决
RK_ZhanLi,Ratkin ZhanLi helmet,鼠族HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,RK_Apparel|RK_Headgear,Zone tag,护甲值
RK_ZhangPai,ratkin barrier board,鼠族HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,Zone tag,护甲值
RK_ZhiGeZongYao,止戈总要 (ZhiGeZongYao),(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,RK_Scroll,layer,旧分类
RK_ZhongShan,ratkin Mao suit,鼠族HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,RK_Apparel,Zone tag,默认/待裁决
RK_ZhuFangBoWuZhi,诸方博物志 (ZhuFangBoWuZhi),(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,RK_Scroll,layer,旧分类
RK_ZongShi,「Ratkin Long Gown of Master」,鼠族HSK拓展,本地直改,Ultra,躯干外衣,战斗护甲,极致,RK_Apparel,Zone tag,护甲值
Rucksack,Rucksack,HMC Vile's Pre-Industrial,上游补丁,Medieval,配饰腰背,战术装备,中世纪,SpecialApparelCat,layer,旧分类
Rustic_Necklace_Amber,紫水晶项链,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Amulet,旧分类,旧分类
Rustic_Necklace_Citrine,黄玉项链,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Amulet,旧分类,旧分类
Rustic_Necklace_Emerald,绿宝石项链,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Amulet,旧分类,旧分类
Rustic_Necklace_Jade,翡翠项链,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Amulet,旧分类,旧分类
Rustic_Necklace_Onyx,黑曜石项链,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Amulet,旧分类,旧分类
Rustic_Necklace_Ruby,红宝石项链,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Amulet,旧分类,旧分类
Rustic_Necklace_Sapphire,蓝宝石项链,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Amulet,旧分类,旧分类
Rustic_Ring_Amber,紫水晶戒指,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Ring,旧分类,旧分类
Rustic_Ring_Citrine,黄玉戒指,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Ring,旧分类,旧分类
Rustic_Ring_Emerald,绿宝石戒指,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Ring,旧分类,旧分类
Rustic_Ring_Jade,翡翠戒指,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Ring,旧分类,旧分类
Rustic_Ring_Onyx,黑曜石戒指,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Ring,旧分类,旧分类
Rustic_Ring_Ruby,红宝石戒指,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Ring,旧分类,旧分类
Rustic_Ring_Sapphire,蓝宝石戒指,(原版 Data),上游补丁(Core),Medieval,配饰腰背,装饰饰品,中世纪,Meow_Ring,旧分类,旧分类
ShieldBone,Scutum Shield,HMC Vile's Pre-Industrial,上游补丁,Medieval,配饰腰背,战斗护甲,中世纪,ShieldCat|SetLegion,旧分类,旧分类
ShieldTribal,Wicker Shield,HMC Vile's Pre-Industrial,上游补丁,Neolithic,配饰腰背,战斗护甲,原始,ShieldCat,旧分类,旧分类
Shield_Bone,Bone shield,Core_SK,上游补丁,Neolithic,配饰腰背,战斗护甲,原始,ShieldCat,旧分类,旧分类
Shield_Buckler,Buckler,Core_SK,上游补丁,Medieval,配饰腰背,战斗护甲,中世纪,ShieldCat,旧分类,旧分类
Shield_Medieval,Medieval Shield,Core_SK,上游补丁,Medieval,配饰腰背,战斗护甲,中世纪,ShieldCat,旧分类,旧分类
Shield_Tribal,Tribal shield,Core_SK,上游补丁,Neolithic,配饰腰背,战斗护甲,原始,ShieldCat,旧分类,旧分类
Slag_Plate_Crude,Feral Scrapmetal Armor,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,CombinedArmorCat|SetApocalyptic,旧分类,护甲值/甲类
Slag_Plate_Improved,Feral Wire Mail,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,CombinedArmorCat|SetApocalyptic,旧分类,护甲值/甲类
TornadoGenerator,tornado generator,(原版 Data),上游补丁(Core),Spacer,配饰腰背,战术装备,太空,ApparelUtility,layer,人工裁决
ViTech_Doublet,Doublet,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,MiddleLayerCat|SetMedieval|SetCommoner|SetLeader,旧分类,护甲值/甲类
ViTech_GladiatorLaminar,Legion Segmentata,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,CombinedArmorCat|SetLegion,旧分类,护甲值/甲类
ViTech_HordeArcher,Horde Archer Lamellar,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,CombinedArmorCat|SetHorde|SetArcher,旧分类,护甲值/甲类
ViTech_MailMitts,Chainmail Gloves,HMC Vile's Pre-Industrial,上游补丁,Medieval,手套,战斗护甲,中世纪,GlovesCat|SetMedieval|SetInfantry,旧分类,护甲值
ViTech_RoyalPlateArmor,Royal Full Plate Armor,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,ShellFullArmorCat|SetMedieval|SetLeader,旧分类,护甲值/甲类
ViTech_TatamiArmor,Tatami Munition Armor,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,ShellPartialArmorCat|SetFeudal|SetInfantry|SetMilitia,旧分类,护甲值/甲类
ViTech_WhitePlateArmor,Alwyte Full Plate armor,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,ShellFullArmorCat|SetMedieval|SetKnight,旧分类,护甲值/甲类
baonuanneiyi,毛绒绒的保暖长衣,鼠族HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,Zone tag,护甲值/甲类
baonuanneiyi_Child,儿童版毛绒绒长裙,鼠族HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,Zone tag,护甲值/甲类
beileimao,优雅贝雷帽,鼠族HSK拓展,本地直改,Industrial,头部,礼仪贵族,工业,RK_Apparel,Zone tag,tag
bjm,古堡夫人蕾丝头饰,鼠族HSK拓展,本地直改,Medieval,头部,礼仪贵族,中世纪,RK_Apparel,Zone tag,tag
bjq,古堡夫人长裙,鼠族HSK拓展,本地直改,Medieval,躯干外衣,礼仪贵族,中世纪,RK_Apparel,Zone tag,tag
fangdanjunfu,骑士重装军服,鼠族HSK拓展,本地直改,Industrial,躯干外衣,战斗护甲,工业,RK_Apparel,Zone tag,护甲值/甲类
fengye,枫叶军服,鼠族HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,Zone tag,护甲值/甲类
fengyewaitao,枫叶毛绒保暖小西服,鼠族HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,Zone tag,护甲值/甲类
gelusi,格鲁斯之铠,鼠族HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,Zone tag,护甲值/甲类
gjhpf,鼠族版冠军侯披风,鼠族HSK拓展,本地直改,Industrial,头部,战斗护甲,工业,RK_Apparel,Zone tag,护甲值/甲类
hjzj,纳米合金战甲（内甲）,鼠族HSK拓展,本地直改,Spacer,躯干外衣,战斗护甲,太空,RK_Apparel,Zone tag,护甲值/甲类
hjzjmz,纳米合金战甲面罩（发光款）,鼠族HSK拓展,本地直改,Spacer,面饰眼部,战斗护甲,太空,RK_Apparel,Zone tag,护甲值/甲类
hjzjmzB,纳米合金战甲面罩,鼠族HSK拓展,本地直改,Spacer,面饰眼部,战斗护甲,太空,RK_Apparel,Zone tag,护甲值/甲类
hjzjwj,纳米合金战甲（外甲）,鼠族HSK拓展,本地直改,Spacer,躯干外衣,战斗护甲,太空,RK_Apparel,Zone tag,护甲值/甲类
hsdy,毛绒大衣,鼠族HSK拓展,本地直改,Industrial,躯干外衣,战斗护甲,工业,RK_Apparel,Zone tag,护甲值/甲类
junfu,骑士军服,鼠族HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,Zone tag,护甲值/甲类
kamz,可爱毛绒小羊帽,鼠族HSK拓展,本地直改,Industrial,头部,战斗护甲,工业,RK_Apparel,Zone tag,护甲值/甲类
kamz_Child,儿童版可爱毛绒小羊帽,鼠族HSK拓展,本地直改,Industrial,头部,战斗护甲,工业,RK_Apparel,Zone tag,护甲值/甲类
kydc,矿业调查动力服,鼠族HSK拓展,本地直改,Spacer,躯干外衣,战斗护甲,太空,RK_Apparel,Zone tag,护甲值/甲类
kydcmz,矿业调查面罩,鼠族HSK拓展,本地直改,Spacer,面饰眼部,战斗护甲,太空,RK_Apparel,Zone tag,护甲值/甲类
maorongdayi,毛绒绒的风雪大衣,鼠族HSK拓展,本地直改,Industrial,躯干外衣,战斗护甲,工业,RK_Apparel,Zone tag,护甲值/甲类
maorongdayi_Child,儿童版毛绒绒大衣,鼠族HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,Zone tag,护甲值/甲类
nwcq,宫廷长裙,鼠族HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,Zone tag,护甲值/甲类
nwcqB,宫廷长裙B款,鼠族HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,Zone tag,护甲值/甲类
nwpf,白湛女王披风,鼠族HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,RK_Apparel,Zone tag,护甲值/甲类
nwtg,灵能女王皇冠,鼠族HSK拓展,本地直改,Industrial,头部,战斗护甲,工业,RK_Apparel,Zone tag,护甲值/甲类
sxpf,授勋披风,鼠族HSK拓展,本地直改,Industrial,躯干外衣,战斗护甲,工业,RK_Apparel,Zone tag,护甲值/甲类
tybb,大容量跳跃背包,鼠族HSK拓展,本地直改,Industrial,配饰腰背,礼仪贵族,工业,RK_Apparel,Zone tag,tag
xiaokb,皮革斜挎包,鼠族HSK拓展,本地直改,Medieval,配饰腰背,礼仪贵族,中世纪,RK_Apparel,Zone tag,tag
xinpian,融合护盾芯片,鼠族HSK拓展,本地直改,Spacer,躯干外衣,战斗护甲,太空,RK_Apparel,Zone tag,护甲值/甲类
xqzmj,先驱者作战面罩,鼠族HSK拓展,本地直改,Spacer,面饰眼部,战斗护甲,太空,RK_Apparel,Zone tag,护甲值/甲类
xqzzj,先驱者战甲,鼠族HSK拓展,本地直改,Spacer,躯干外衣,战斗护甲,太空,RK_Apparel,Zone tag,护甲值/甲类
yiliaob,鼠族医疗包,鼠族HSK拓展,本地直改,Medieval,配饰腰背,礼仪贵族,中世纪,RK_Apparel,Zone tag,tag
yingwu,小肥啾鹦鹉,鼠族HSK拓展,本地直改,Medieval,头部,礼仪贵族,中世纪,RK_Apparel,Zone tag,tag
zsyg,腰挂包,鼠族HSK拓展,本地直改,Medieval,配饰腰背,礼仪贵族,中世纪,RK_Apparel,Zone tag,tag
